"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"1720","2016-10-04","Hammond vows to protect UK economy during Brexit, sterling falls","British finance minister Philip Hammond vowed on Monday to protect the economy from any turbulence during negotiations to leave the EU, as sterling fell on worries the country is heading towards a disruptive divorce with its biggest trading partner.","hammond, vows, protect, uk, economy, brexit, sterling, falls","british, finance, minister, philip, hammond, vowed, monday, protect, economy, turbulence, negotiations, leave, eu, sterling, fell, worries, country, heading, towards, disruptive, divorce, biggest, trading, partner"
"1725","2016-10-04","Hammond buries idea of extra cuts to corporation tax","Chancellor Philip Hammond said the government would stick to its plans to lower Britain's corporation tax rate to 17 percent by 2020, burying a suggestion by his predecessor George Osborne that it might fall below 15 percent to offset the Brexit vote impact.","hammond, buries, idea, extra, cuts, corporation, tax","chancellor, philip, hammond, said, government, stick, plans, lower, britain, s, corporation, tax, rate, percent, burying, suggestion, predecessor, george, osborne, might, fall, percent, offset, brexit, vote, impact"
"1727","2016-09-30","UK consumer confidence surges to pre-Brexit levels - survey","British consumer morale rocketed back to pre-Brexit levels in September, a survey found, confounding expectations that the vote to leave the EU would wreak more lasting damage on Briton's willingness to spend.","uk, consumer, confidence, surges, pre, brexit, levels, survey","british, consumer, morale, rocketed, back, pre, brexit, levels, september, survey, found, confounding, expectations, vote, leave, eu, wreak, lasting, damage, briton, s, willingness, spend"
"1732","2016-09-28","More UK stimulus probably needed 'at some point' - BoE's Shafik","Bank of England Deputy Governor Minouche Shafik played down the likelihood of a further cut in interest rates this year as the British central bank grapples with how aggressively to respond to a slowdown following June's Brexit vote.","uk, stimulus, probably, needed, point, boe, s, shafik","bank, england, deputy, governor, minouche, shafik, played, likelihood, cut, interest, rates, year, british, central, bank, grapples, aggressively, respond, slowdown, following, june, s, brexit, vote"
"1734","2016-09-28","S&P sees slowdown but no recession for UK and euro zone after Brexit","Britain and the euro zone will avoid a recession but face slower economic growth as a result of the decision by British voters to leave the European Union, ratings agency Standard & Poor's said on Wednesday.","s, p, sees, slowdown, recession, uk, euro, zone, brexit","britain, euro, zone, will, avoid, recession, face, slower, economic, growth, result, decision, british, voters, leave, european, union, ratings, agency, standard, poor, s, said, wednesday"
"1735","2016-09-28","Job security fears hamper rebound in UK consumer confidence","British consumer morale recovered slightly in September, but fears over job security when Brexit talks begin next year could yet dampen confidence, a survey published on Wednesday found.","job, security, fears, hamper, rebound, uk, consumer, confidence","british, consumer, morale, recovered, slightly, september, fears, job, security, brexit, talks, begin, next, year, yet, dampen, confidence, survey, published, wednesday, found"
"1738","2016-09-27","Brexit could make Britain highly attractive, says Axel Springer chief","Brexit will be more painful for the rest of Europe than for Britain which could emerge stronger and better off than its European neighbours, Mathias Doepfner, chief executive of Axel Springer, told the Financial Times.","brexit, make, britain, highly, attractive, says, axel, springer, chief","brexit, will, painful, rest, europe, britain, emerge, stronger, better, european, neighbours, mathias, doepfner, chief, executive, axel, springer, told, financial, times"
"1739","2016-09-27","UK commercial property robust in wake of Brexit vote - Moody's","Britain's commercial property market remains robust in the wake of a vote to leave the European Union, although a weaker economic outlook may see some prices dip over the next two years, ratings agency Moody's said.","uk, commercial, property, robust, wake, brexit, vote, moody, s","britain, s, commercial, property, market, remains, robust, wake, vote, leave, european, union, although, weaker, economic, outlook, may, see, prices, dip, next, two, years, ratings, agency, moody, s, said"
"1740","2016-09-27","London still top finance centre, but Brexit may change that - survey","London's role as the world's top financial centre could be under threat as the implications of Britain leaving the European Union start to sink in, a survey showed on Monday.","london, still, top, finance, centre, brexit, may, change, survey","london, s, role, world, s, top, financial, centre, threat, implications, britain, leaving, european, union, start, sink, survey, showed, monday"
"1742","2016-09-26","UK mortgage approvals hit 19-month low, more weakness seen","Britain's housing market showed signs of slowing in August with the number of mortgages approved by banks falling to its lowest level since January 2015 and analysts said they expected further weakness ahead as Brexit uncertainty dampens demand next year.","uk, mortgage, approvals, hit, month, low, weakness, seen","britain, s, housing, market, showed, signs, slowing, august, number, mortgages, approved, banks, falling, lowest, level, since, january, analysts, said, expected, weakness, ahead, brexit, uncertainty, dampens, demand, next, year"
"1743","2016-09-26","Brexit shock has been digested for now, Ifo economist says","The shock over Britain's decision to quit the European Union has been overcome for now, Ifo economist Klaus Wohlrabe told Reuters on Monday after the institute's monthly survey showed business morale in Germany surging in September.","brexit, shock, digested, now, ifo, economist, says","shock, britain, s, decision, quit, european, union, overcome, now, ifo, economist, klaus, wohlrabe, told, reuters, monday, institute, s, monthly, survey, showed, business, morale, germany, surging, september"
