"","Headline","Description","Date"
"3546","Banks' post-Brexit 'fragmentation' plans hold risks and costs","Banks that move some of their business and staff out of London to cities scattered across Europe after Brexit could be taking on extra risks and costs without being sure of boosting revenues.","2018-08-10"
"3547","Goldman Sachs sees orderly Brexit with May getting deal through parliament","Goldman Sachs sees Prime Minister Theresa May clinching a Brexit deal on access to European Union markets for goods and getting it approved by the British parliament, though it cautioned that a disorderly exit and national election remained possible.","2018-08-10"
"3548","Treasury readying Brexit contingency plans for finance industry","The Treasury said on Thursday it would soon start putting contingency arrangements in place for financial services regulation if the country crashes out of the European Union without a deal.","2018-08-09"
"3549","Hedge fund boss Odey says pound could fall further as Brexit deadline looms","Sterling and UK government bonds will fall further in the run-up to Brexit, even after the pound slumped this week to its lowest in almost a year, prominent Brexit-supporting British hedge fund manager Crispin Odey said on Thursday.","2018-08-09"
"3550","Chances rise of 'no deal' Brexit that would hit sterling - Reuters poll","The likelihood Britain crashes out of the European Union without a trade deal has increased, an outcome that would hurt an already weak pound, according to economists and foreign exchange strategists polled by Reuters.","2018-08-09"
"3551","Britain walks Brexit high wire over financial services","Britain must avoid tying Brussels up in red tape or antagonising its soon to be former European Union partners and the United States if it is to maintain access to the bloc's financial services market after Brexit.","2018-08-08"
"3552","UK firms struggle to hire with Brexit, record low jobless rate","The number of people recruited for permanent jobs in Britain grew at its slowest pace in nine months in July, reflecting record low unemployment and a shortage of migrant workers from the European Union, a recruiters' body said on Wednesday.","2018-08-08"
"3553","HSBC shifts European branches to French unit control ahead of Brexit","HSBC  has shifted ownership of its Polish and Irish subsidiaries from its London-based entity to its French unit, and will do so for seven more European branches, as it prepares for Britain's exit from the European Union.","2018-08-08"
"3554","Brexit jobs feast pushes up wages in Ireland's financial sector","Ireland's allure as a post-Brexit base for global financial firms has driven wages for some roles considerably higher with some positions offering 15 percent more than a year ago.","2018-08-08"
"3555","PM May to meet Scotland's Sturgeon after Brexit standoff","Scottish leader Nicola Sturgeon accused the British government of ""talking-up"" a no-deal Brexit, making it more likely the United Kingdom will just drop out of the European Union at great cost to the economy.","2018-08-08"
"3556","In England's forgotten 'rust belt', voters show little sign of Brexit regret","To Paul Green, a club steward in northern England's 'rust belt', Britain is so broken that he would vote for Brexit again were he to get another chance.","2018-08-08"
"3557","No-deal Brexit? What it might mean for Britain","The prospect of a ""no-deal Brexit"" appears to have grown after the European Union's negotiator rejected last month central elements of Prime Minister Theresa May's proposals for a new trade agreement.","2018-08-08"
"3558","Timeline - Brexit at breaking point? Diary dates for Britain's EU departure","British Prime Minister Theresa May has less than eight months to negotiate a Brexit deal, sell it to her divided Conservative Party and win parliamentary approval.","2018-08-07"
"3559","May still believes Britain will win a good Brexit deal - spokesman","Prime Minister Theresa May still believes that Britain will negotiate a good Brexit deal with the European Union rather than failing to win any agreement for its departure from the bloc, her spokesman said on Monday.","2018-08-06"
"3560","Support for May's handling of Brexit falls to record low - ORB poll","British voters approval of Prime Minister Theresa May's handling of Brexit negotiations has fallen to 22 percent, according to the ORB International pollster on Monday, the lowest figure it has recorded.","2018-08-06"
"3561","BoE's Carney sees 'uncomfortably high' risk of no-deal Brexit","Bank of England Governor Mark Carney said on Friday Britain faces an ""uncomfortably high"" risk of leaving the European Union with no deal, comments that drove sterling to an 11-day low against the dollar.","2018-08-03"
"3562","Eyeing Brexit, Scottish fund firm Baillie Gifford to open Dublin office","Scottish fund manager Baillie Gifford said on Friday it will open a small office in Dublin to lead the expansion of its growing European business as Britain leaves the European Union.","2018-08-03"
"3563","Less than a third of UK business leaders planning for Brexit - survey","Less than a third of 800 UK business leaders surveyed have carried out contingency planning on Brexit, the Institute of Directors (IoD) said on Friday.","2018-08-03"
"3564","Bank of England raises rates above crisis lows, signals no rush for next hike","The Bank of England pushed interest rates above their financial crisis lows on Thursday, but signalled it was in no hurry to raise them further as Britain heads for Brexit next year with no clear plan for leaving the European Union.","2018-08-02"
